注文番号,販売日,店舗,商品コード,商品名,カテゴリ,カラー,サイズ,定価,販売価格,数量,売上金額,値引額,値引率,販売チャネル
ORD-202609-02305,2026/09/03,新宿店,TP-001,BASIC TEE,TOPS,GRAY,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02353,2026/09/03,新宿店,PT-001,SLIM PANTS,PANTS,KHAKI,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02389,2026/09/03,大阪店,AC-002,SILK SCARF,ACCESSORY,NAVY,L,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02404,2026/09/03,表参道店,KN-001,WOOL KNIT,KNIT,WHITE,L,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02441,2026/09/03,表参道店,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,1750,1,1750,750,0.3,店舗
ORD-202609-02522,2026/09/03,大阪店,JK-001,TECH JACKET,JACKET,NAVY,XL,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02529,2026/09/03,EC,TP-001,BASIC TEE,TOPS,NAVY,S,1400,1190,1,1190,210,0.15,オンライン
ORD-202609-02543,2026/09/03,新宿店,AC-003,LEATHER BELT,ACCESSORY,NAVY,M,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02554,2026/09/03,EC,TP-002,OX SHIRT,TOPS,KHAKI,S,900,760,1,760,140,0.15,オンライン
ORD-202609-02595,2026/09/03,EC,JK-001,TECH JACKET,JACKET,BLACK,S,4500,3600,1,3600,900,0.2,オンライン
ORD-202609-02766,2026/09/03,新宿店,JK-001,TECH JACKET,JACKET,GRAY,L,4500,4500,2,9000,0,0.0,店舗
ORD-202609-02795,2026/09/03,表参道店,SH-001,LOW SNEAKER,SHOES,NAVY,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02858,2026/09/03,新宿店,KN-001,WOOL KNIT,KNIT,NAVY,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02873,2026/09/03,新宿店,JK-001,TECH JACKET,JACKET,WHITE,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02886,2026/09/03,表参道店,BG-001,TOTE BAG,BAG,KHAKI,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02913,2026/09/03,新宿店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,1,500,0,0.0,店舗
ORD-202609-02931,2026/09/03,EC,TP-003,BAND COLLAR SHIRT,TOPS,BLACK,XL,1400,1120,1,1120,280,0.2,オンライン
ORD-202609-02938,2026/09/03,大阪店,OT-001,WOOL COAT,OUTER,BEIGE,XL,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02940,2026/09/03,新宿店,OT-002,CHESTER COAT,OUTER,BLACK,XL,6700,5700,2,11400,2000,0.15,店舗
ORD-202609-02946,2026/09/03,大阪店,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02955,2026/09/03,大阪店,JK-002,SHELL JACKET,JACKET,WHITE,M,3000,3000,1,3000,0,0.0,店舗
ORD-202609-02980,2026/09/03,EC,BG-003,2WAY BAG,BAG,BLACK,L,1800,1800,3,5400,0,0.0,オンライン
ORD-202609-00009,2026/09/04,EC,KN-003,CREW KNIT,KNIT,WHITE,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-00137,2026/09/04,新宿店,AC-001,WOOL CAP,ACCESSORY,GRAY,M,500,500,1,500,0,0.0,店舗
ORD-202609-00143,2026/09/04,新宿店,BG-001,TOTE BAG,BAG,BLACK,XL,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00166,2026/09/04,新宿店,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00182,2026/09/04,大阪店,SH-003,CHUKKA BOOTS,SHOES,WHITE,M,3900,3900,1,3900,0,0.0,店舗
ORD-202609-00208,2026/09/04,大阪店,PT-003,TAPERED PANTS,PANTS,BLACK,XL,2800,2800,1,2800,0,0.0,店舗
ORD-202609-00223,2026/09/04,EC,SH-001,LOW SNEAKER,SHOES,BEIGE,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00233,2026/09/04,表参道店,PT-003,TAPERED PANTS,PANTS,BLACK,XL,2800,2800,2,5600,0,0.0,店舗
ORD-202609-00255,2026/09/04,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,400,1,400,100,0.2,オンライン
ORD-202609-00264,2026/09/04,EC,BG-001,TOTE BAG,BAG,NAVY,M,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-00275,2026/09/04,EC,PT-001,SLIM PANTS,PANTS,GRAY,M,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-00313,2026/09/04,新宿店,OT-002,CHESTER COAT,OUTER,GRAY,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00391,2026/09/04,EC,JK-001,TECH JACKET,JACKET,BEIGE,S,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-00393,2026/09/04,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,1,500,0,0.0,店舗
ORD-202609-00397,2026/09/04,新宿店,PT-003,TAPERED PANTS,PANTS,NAVY,S,2800,2800,3,8400,0,0.0,店舗
ORD-202609-00412,2026/09/04,EC,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-00443,2026/09/04,表参道店,BG-001,TOTE BAG,BAG,GRAY,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00485,2026/09/04,大阪店,KN-003,CREW KNIT,KNIT,BEIGE,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00627,2026/09/04,表参道店,TP-004,DRY TEE,TOPS,BLACK,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00628,2026/09/04,大阪店,JK-001,TECH JACKET,JACKET,BEIGE,S,4500,4500,2,9000,0,0.0,店舗
ORD-202609-00642,2026/09/04,大阪店,JK-001,TECH JACKET,JACKET,BEIGE,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00643,2026/09/04,大阪店,TP-001,BASIC TEE,TOPS,NAVY,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00710,2026/09/04,EC,BG-001,TOTE BAG,BAG,BLACK,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00790,2026/09/04,新宿店,KN-002,CABLE KNIT,KNIT,BLACK,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00823,2026/09/04,EC,SH-003,CHUKKA BOOTS,SHOES,NAVY,S,3900,3320,2,6640,1160,0.15,オンライン
ORD-202609-00824,2026/09/04,新宿店,TP-002,OX SHIRT,TOPS,GRAY,M,900,900,1,900,0,0.0,店舗
ORD-202609-00829,2026/09/04,新宿店,PT-001,SLIM PANTS,PANTS,BEIGE,S,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00905,2026/09/04,大阪店,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,2,2800,0,0.0,店舗
ORD-202609-00941,2026/09/04,新宿店,TP-003,BAND COLLAR SHIRT,TOPS,BLACK,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00945,2026/09/04,大阪店,KN-001,WOOL KNIT,KNIT,BLACK,XL,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01013,2026/09/04,大阪店,OT-001,WOOL COAT,OUTER,NAVY,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01027,2026/09/04,新宿店,PT-004,CARGO PANTS,PANTS,KHAKI,L,2800,2800,1,2800,0,0.0,店舗
ORD-202609-01035,2026/09/04,大阪店,OT-003,MOD COAT,OUTER,GRAY,M,5200,4680,1,4680,520,0.1,店舗
ORD-202609-01036,2026/09/04,EC,OT-004,STAND COAT,OUTER,BLACK,S,7200,7200,1,7200,0,0.0,オンライン
ORD-202609-01062,2026/09/04,EC,BG-001,TOTE BAG,BAG,NAVY,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01068,2026/09/04,表参道店,OT-002,CHESTER COAT,OUTER,GRAY,XL,6700,6700,1,6700,0,0.0,店舗
ORD-202609-01140,2026/09/04,新宿店,OT-003,MOD COAT,OUTER,NAVY,S,5200,5200,1,5200,0,0.0,店舗
ORD-202609-01198,2026/09/04,表参道店,JK-003,QUILTED JACKET,JACKET,WHITE,M,5000,4250,1,4250,750,0.15,店舗
ORD-202609-01200,2026/09/04,大阪店,JK-002,SHELL JACKET,JACKET,GRAY,XL,3000,3000,1,3000,0,0.0,店舗
ORD-202609-01206,2026/09/04,表参道店,OT-001,WOOL COAT,OUTER,KHAKI,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01221,2026/09/04,大阪店,TP-001,BASIC TEE,TOPS,BEIGE,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01288,2026/09/04,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,1,500,0,0.0,店舗
ORD-202609-01297,2026/09/04,大阪店,JK-002,SHELL JACKET,JACKET,BLACK,XL,3000,3000,1,3000,0,0.0,店舗
ORD-202609-01336,2026/09/04,EC,TP-003,BAND COLLAR SHIRT,TOPS,BEIGE,XL,1400,1260,1,1260,140,0.1,オンライン
ORD-202609-01356,2026/09/04,大阪店,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01394,2026/09/04,大阪店,TP-005,LINEN SHIRT,TOPS,BLACK,M,1400,1050,1,1050,350,0.25,店舗
ORD-202609-01400,2026/09/04,大阪店,BG-001,TOTE BAG,BAG,BEIGE,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01410,2026/09/04,EC,OT-003,MOD COAT,OUTER,BLACK,M,5200,4160,1,4160,1040,0.2,オンライン
ORD-202609-01427,2026/09/04,EC,AC-003,LEATHER BELT,ACCESSORY,NAVY,L,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-01458,2026/09/04,EC,AC-003,LEATHER BELT,ACCESSORY,WHITE,M,1000,1000,2,2000,0,0.0,オンライン
ORD-202609-01474,2026/09/04,EC,BG-001,TOTE BAG,BAG,BEIGE,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01477,2026/09/04,EC,TP-003,BAND COLLAR SHIRT,TOPS,BEIGE,XL,1400,1190,1,1190,210,0.15,オンライン
ORD-202609-01500,2026/09/04,EC,OT-003,MOD COAT,OUTER,NAVY,M,5200,5200,1,5200,0,0.0,オンライン
ORD-202609-01506,2026/09/04,EC,JK-002,SHELL JACKET,JACKET,GRAY,M,3000,3000,2,6000,0,0.0,オンライン
ORD-202609-01533,2026/09/04,EC,OT-002,CHESTER COAT,OUTER,BLACK,S,6700,5020,1,5020,1680,0.25,オンライン
ORD-202609-01579,2026/09/04,EC,BG-001,TOTE BAG,BAG,NAVY,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01589,2026/09/04,新宿店,KN-002,CABLE KNIT,KNIT,BLACK,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01722,2026/09/04,表参道店,AC-003,LEATHER BELT,ACCESSORY,NAVY,L,1000,800,1,800,200,0.2,店舗
ORD-202609-01742,2026/09/04,表参道店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01751,2026/09/04,新宿店,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,2,3600,0,0.0,店舗
ORD-202609-01755,2026/09/04,EC,OT-001,WOOL COAT,OUTER,BLACK,S,6200,4650,3,13950,4650,0.25,オンライン
ORD-202609-01828,2026/09/04,表参道店,PT-001,SLIM PANTS,PANTS,NAVY,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01885,2026/09/04,EC,JK-002,SHELL JACKET,JACKET,WHITE,XL,3000,3000,1,3000,0,0.0,オンライン
ORD-202609-01936,2026/09/04,EC,PT-001,SLIM PANTS,PANTS,BEIGE,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01954,2026/09/04,EC,KN-003,CREW KNIT,KNIT,WHITE,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-01955,2026/09/04,大阪店,PT-001,SLIM PANTS,PANTS,KHAKI,M,1800,1620,1,1620,180,0.1,店舗
ORD-202609-01970,2026/09/04,EC,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,500,1,500,0,0.0,オンライン
ORD-202609-01980,2026/09/04,EC,PT-003,TAPERED PANTS,PANTS,BLACK,XL,2800,2800,1,2800,0,0.0,オンライン
ORD-202609-02060,2026/09/04,大阪店,SH-003,CHUKKA BOOTS,SHOES,KHAKI,S,3900,2730,1,2730,1170,0.3,店舗
ORD-202609-02146,2026/09/04,表参道店,SH-001,LOW SNEAKER,SHOES,NAVY,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02152,2026/09/04,大阪店,JK-004,DENIM JACKET,JACKET,BLACK,M,5000,4000,1,4000,1000,0.2,店舗
ORD-202609-02166,2026/09/04,新宿店,OT-003,MOD COAT,OUTER,BLACK,XL,5200,5200,2,10400,0,0.0,店舗
ORD-202609-02174,2026/09/04,EC,SH-002,SUEDE BOOTS,SHOES,GRAY,XL,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02182,2026/09/04,新宿店,OT-003,MOD COAT,OUTER,BLACK,XL,5200,5200,1,5200,0,0.0,店舗
ORD-202609-02211,2026/09/04,新宿店,SH-001,LOW SNEAKER,SHOES,GRAY,XL,2400,1680,1,1680,720,0.3,店舗
ORD-202609-02242,2026/09/04,新宿店,SH-001,LOW SNEAKER,SHOES,BLACK,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02299,2026/09/04,大阪店,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,500,1,500,0,0.0,店舗
ORD-202609-02349,2026/09/04,EC,AC-003,LEATHER BELT,ACCESSORY,WHITE,M,1000,900,1,900,100,0.1,オンライン
ORD-202609-02390,2026/09/04,新宿店,OT-002,CHESTER COAT,OUTER,NAVY,L,6700,6700,2,13400,0,0.0,店舗
ORD-202609-02393,2026/09/04,EC,SH-003,CHUKKA BOOTS,SHOES,KHAKI,M,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-02398,2026/09/04,大阪店,KN-001,WOOL KNIT,KNIT,NAVY,S,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02421,2026/09/04,EC,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02428,2026/09/04,表参道店,OT-003,MOD COAT,OUTER,BLACK,S,5200,5200,1,5200,0,0.0,店舗
ORD-202609-02432,2026/09/04,表参道店,TP-001,BASIC TEE,TOPS,GRAY,L,1400,980,1,980,420,0.3,店舗
ORD-202609-02445,2026/09/04,表参道店,TP-001,BASIC TEE,TOPS,NAVY,S,1400,980,1,980,420,0.3,店舗
ORD-202609-02476,2026/09/04,EC,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02478,2026/09/04,表参道店,BG-002,SHOULDER BAG,BAG,BLACK,XL,3300,3300,1,3300,0,0.0,店舗
ORD-202609-02493,2026/09/04,EC,OT-004,STAND COAT,OUTER,NAVY,L,7200,7200,1,7200,0,0.0,オンライン
ORD-202609-02502,2026/09/04,EC,OT-002,CHESTER COAT,OUTER,BEIGE,M,6700,6700,1,6700,0,0.0,オンライン
ORD-202609-02580,2026/09/04,大阪店,OT-001,WOOL COAT,OUTER,NAVY,M,6200,4340,1,4340,1860,0.3,店舗
ORD-202609-02620,2026/09/04,大阪店,OT-002,CHESTER COAT,OUTER,BEIGE,M,6700,5360,1,5360,1340,0.2,店舗
ORD-202609-02659,2026/09/04,EC,SH-002,SUEDE BOOTS,SHOES,BLACK,S,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02665,2026/09/04,表参道店,AC-002,SILK SCARF,ACCESSORY,GRAY,L,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02679,2026/09/04,新宿店,OT-001,WOOL COAT,OUTER,KHAKI,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02687,2026/09/04,新宿店,TP-003,BAND COLLAR SHIRT,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02697,2026/09/04,EC,TP-001,BASIC TEE,TOPS,GRAY,L,1400,980,3,2940,1260,0.3,オンライン
ORD-202609-02701,2026/09/04,新宿店,KN-001,WOOL KNIT,KNIT,NAVY,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02754,2026/09/04,大阪店,JK-001,TECH JACKET,JACKET,WHITE,L,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02808,2026/09/04,新宿店,PT-001,SLIM PANTS,PANTS,GRAY,L,1800,1800,2,3600,0,0.0,店舗
ORD-202609-02822,2026/09/04,新宿店,BG-001,TOTE BAG,BAG,WHITE,M,1800,1800,2,3600,0,0.0,店舗
ORD-202609-02833,2026/09/04,表参道店,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02856,2026/09/04,EC,OT-002,CHESTER COAT,OUTER,WHITE,L,6700,6700,3,20100,0,0.0,オンライン
ORD-202609-02857,2026/09/04,新宿店,OT-002,CHESTER COAT,OUTER,NAVY,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-02865,2026/09/04,大阪店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,3,18600,0,0.0,店舗
ORD-202609-02906,2026/09/04,EC,AC-004,KNIT MUFFLER,ACCESSORY,WHITE,M,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02915,2026/09/04,EC,OT-002,CHESTER COAT,OUTER,KHAKI,L,6700,6700,1,6700,0,0.0,オンライン
ORD-202609-02926,2026/09/04,EC,AC-001,WOOL CAP,ACCESSORY,GRAY,M,500,500,1,500,0,0.0,オンライン
ORD-202609-02977,2026/09/04,大阪店,OT-003,MOD COAT,OUTER,NAVY,XL,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00022,2026/09/05,表参道店,OT-002,CHESTER COAT,OUTER,BLACK,XL,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00049,2026/09/05,EC,OT-004,STAND COAT,OUTER,BLACK,XL,7200,5760,3,17280,4320,0.2,オンライン
ORD-202609-00074,2026/09/05,表参道店,PT-002,WIDE PANTS,PANTS,KHAKI,L,1800,1260,1,1260,540,0.3,店舗
ORD-202609-00079,2026/09/05,表参道店,OT-001,WOOL COAT,OUTER,BLACK,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00099,2026/09/05,EC,OT-001,WOOL COAT,OUTER,NAVY,XL,6200,4960,1,4960,1240,0.2,オンライン
ORD-202609-00100,2026/09/05,大阪店,BG-001,TOTE BAG,BAG,BEIGE,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00103,2026/09/05,大阪店,TP-002,OX SHIRT,TOPS,BLACK,M,900,900,1,900,0,0.0,店舗
ORD-202609-00139,2026/09/05,新宿店,SH-003,CHUKKA BOOTS,SHOES,BEIGE,S,3900,3900,1,3900,0,0.0,店舗
ORD-202609-00190,2026/09/05,EC,TP-001,BASIC TEE,TOPS,WHITE,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-00228,2026/09/05,新宿店,PT-001,SLIM PANTS,PANTS,WHITE,M,1800,1620,1,1620,180,0.1,店舗
ORD-202609-00239,2026/09/05,表参道店,JK-001,TECH JACKET,JACKET,WHITE,L,4500,4500,2,9000,0,0.0,店舗
ORD-202609-00243,2026/09/05,EC,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00277,2026/09/05,新宿店,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00319,2026/09/05,新宿店,OT-004,STAND COAT,OUTER,WHITE,S,7200,7200,1,7200,0,0.0,店舗
ORD-202609-00347,2026/09/05,表参道店,KN-003,CREW KNIT,KNIT,BLACK,L,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00378,2026/09/05,大阪店,BG-002,SHOULDER BAG,BAG,WHITE,L,3300,3300,1,3300,0,0.0,店舗
ORD-202609-00407,2026/09/05,大阪店,OT-001,WOOL COAT,OUTER,BLACK,XL,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00424,2026/09/05,EC,PT-003,TAPERED PANTS,PANTS,BEIGE,L,2800,2380,1,2380,420,0.15,オンライン
ORD-202609-00428,2026/09/05,EC,PT-001,SLIM PANTS,PANTS,BEIGE,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00437,2026/09/05,新宿店,OT-003,MOD COAT,OUTER,NAVY,M,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00438,2026/09/05,EC,JK-004,DENIM JACKET,JACKET,BEIGE,M,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-00452,2026/09/05,EC,JK-001,TECH JACKET,JACKET,NAVY,S,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-00483,2026/09/05,EC,SH-001,LOW SNEAKER,SHOES,WHITE,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00518,2026/09/05,表参道店,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,400,1,400,100,0.2,店舗
ORD-202609-00547,2026/09/05,新宿店,SH-003,CHUKKA BOOTS,SHOES,BLACK,XL,3900,3900,2,7800,0,0.0,店舗
ORD-202609-00567,2026/09/05,EC,BG-001,TOTE BAG,BAG,GRAY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00575,2026/09/05,大阪店,BG-001,TOTE BAG,BAG,WHITE,L,1800,1440,1,1440,360,0.2,店舗
ORD-202609-00578,2026/09/05,大阪店,SH-001,LOW SNEAKER,SHOES,GRAY,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00582,2026/09/05,EC,AC-002,SILK SCARF,ACCESSORY,NAVY,XL,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-00586,2026/09/05,表参道店,JK-001,TECH JACKET,JACKET,GRAY,L,4500,4500,2,9000,0,0.0,店舗
ORD-202609-00603,2026/09/05,表参道店,TP-001,BASIC TEE,TOPS,BEIGE,M,1400,1400,2,2800,0,0.0,店舗
ORD-202609-00675,2026/09/05,大阪店,OT-002,CHESTER COAT,OUTER,BEIGE,XL,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00711,2026/09/05,EC,SH-001,LOW SNEAKER,SHOES,GRAY,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00728,2026/09/05,EC,JK-001,TECH JACKET,JACKET,KHAKI,S,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-00746,2026/09/05,EC,BG-001,TOTE BAG,BAG,KHAKI,M,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-00756,2026/09/05,表参道店,OT-001,WOOL COAT,OUTER,NAVY,S,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00794,2026/09/05,EC,OT-004,STAND COAT,OUTER,NAVY,S,7200,5040,1,5040,2160,0.3,オンライン
ORD-202609-00839,2026/09/05,EC,AC-001,WOOL CAP,ACCESSORY,KHAKI,L,500,500,1,500,0,0.0,オンライン
ORD-202609-00867,2026/09/05,EC,SH-002,SUEDE BOOTS,SHOES,WHITE,M,2400,2040,1,2040,360,0.15,オンライン
ORD-202609-00907,2026/09/05,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,450,1,450,50,0.1,オンライン
ORD-202609-00927,2026/09/05,EC,KN-001,WOOL KNIT,KNIT,WHITE,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00931,2026/09/05,EC,KN-002,CABLE KNIT,KNIT,KHAKI,L,2000,1400,1,1400,600,0.3,オンライン
ORD-202609-00957,2026/09/05,表参道店,AC-005,TOTE CHARM,ACCESSORY,BEIGE,XL,1000,1000,1,1000,0,0.0,店舗
ORD-202609-00962,2026/09/05,表参道店,PT-001,SLIM PANTS,PANTS,GRAY,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00971,2026/09/05,新宿店,SH-005,DECK SHOES,SHOES,NAVY,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00989,2026/09/05,EC,JK-001,TECH JACKET,JACKET,KHAKI,L,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-01026,2026/09/05,表参道店,PT-002,WIDE PANTS,PANTS,NAVY,L,1800,1440,1,1440,360,0.2,店舗
ORD-202609-01028,2026/09/05,新宿店,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01086,2026/09/05,新宿店,TP-002,OX SHIRT,TOPS,NAVY,S,900,900,1,900,0,0.0,店舗
ORD-202609-01093,2026/09/05,EC,KN-001,WOOL KNIT,KNIT,BLACK,M,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01182,2026/09/05,表参道店,KN-001,WOOL KNIT,KNIT,GRAY,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01214,2026/09/05,表参道店,TP-001,BASIC TEE,TOPS,WHITE,XL,1400,1120,1,1120,280,0.2,店舗
ORD-202609-01219,2026/09/05,表参道店,JK-002,SHELL JACKET,JACKET,BLACK,M,3000,2700,1,2700,300,0.1,店舗
ORD-202609-01226,2026/09/05,表参道店,BG-001,TOTE BAG,BAG,BLACK,S,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01267,2026/09/05,EC,OT-001,WOOL COAT,OUTER,NAVY,S,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-01273,2026/09/05,EC,AC-001,WOOL CAP,ACCESSORY,KHAKI,L,500,500,1,500,0,0.0,オンライン
ORD-202609-01279,2026/09/05,EC,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01284,2026/09/05,EC,PT-001,SLIM PANTS,PANTS,KHAKI,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01303,2026/09/05,新宿店,AC-002,SILK SCARF,ACCESSORY,BLACK,M,1000,1000,1,1000,0,0.0,店舗
ORD-202609-01310,2026/09/05,表参道店,AC-003,LEATHER BELT,ACCESSORY,NAVY,S,1000,900,1,900,100,0.1,店舗
ORD-202609-01322,2026/09/05,EC,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01331,2026/09/05,大阪店,TP-002,OX SHIRT,TOPS,BLACK,L,900,900,1,900,0,0.0,店舗
ORD-202609-01355,2026/09/05,新宿店,BG-003,2WAY BAG,BAG,NAVY,L,1800,1350,1,1350,450,0.25,店舗
ORD-202609-01382,2026/09/05,新宿店,BG-005,BACKPACK,BAG,WHITE,M,3800,3800,1,3800,0,0.0,店舗
ORD-202609-01438,2026/09/05,大阪店,PT-001,SLIM PANTS,PANTS,KHAKI,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01440,2026/09/05,EC,BG-005,BACKPACK,BAG,BLACK,L,3800,3800,1,3800,0,0.0,オンライン
ORD-202609-01444,2026/09/05,表参道店,SH-003,CHUKKA BOOTS,SHOES,BEIGE,M,3900,3900,1,3900,0,0.0,店舗
ORD-202609-01466,2026/09/05,大阪店,PT-003,TAPERED PANTS,PANTS,GRAY,L,2800,2800,1,2800,0,0.0,店舗
ORD-202609-01510,2026/09/05,新宿店,KN-004,MOCK NECK KNIT,KNIT,BLACK,S,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01511,2026/09/05,EC,SH-004,COURT SNEAKER,SHOES,BEIGE,L,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-01515,2026/09/05,大阪店,AC-005,TOTE CHARM,ACCESSORY,WHITE,M,1000,1000,1,1000,0,0.0,店舗
ORD-202609-01528,2026/09/05,表参道店,OT-001,WOOL COAT,OUTER,NAVY,L,6200,4650,1,4650,1550,0.25,店舗
